"No","調査コース","二次メッシュ","lat1","lon1","lat2","lon2","標高(m)","海外線からの距離(km)","1990-2010年代の在不在の比較","1990の観測数","2010年の観測数","都道府県コード","2010 Total Precipitation (mm) within 20km□"
"2232","460-019","473072","31.98121","130.36763","31.97673","130.35401","1048.5","14.86993271","0","1","2","46","58644.7"
"2233","460-023","473076","31.95821","130.84621","31.95618","130.83772","1200","28.18000421","0","0","0","0","56914.53"
"2234","460-028","473061","31.83751","130.22284","31.84082","130.2352","4.6","2.838805592","0","0","0","0","58582.59"
"2235","460-030","473063","31.86396","130.42831","31.85369","130.40153","12.9","20.06314113","0","0","0","0","59397.43"
"2236","460-031","473064","31.91894788","130.6113876","31.91072605","130.6189594","239","21.60720653","0","0","0","0","59600.87"
"2237","460-032","473065","31.84277","130.7317","31.86931","130.73329","189.9","12.68685874","0","0","0","0","58133.38"
"2238","460-034","473067","31.88364","130.96017","31.8795","130.959697","401.7","25.58331697","0","0","0","0","56907.84"
"2239","460-035","472956","31.77531","129.79444","31.78766","129.78613","6","0.2375200221","0","0","0","0","54539.617"
"2240","460-036","472957","31.83681","129.92985","31.83933","129.91837","51","0.06837548361","0","0","0","0","56136.73"
"2241","460-037","473051","31.82702","130.23124","31.81835","130.23738","7.1","3.978314436","0","0","0","0","58707.312"
"2242","460-039","473053","31.81621","130.47258","31.81681","130.46198","299","18.52737651","1","0","2","46","59638.586"
"2243","460-042","473056","31.81285","130.75936","31.82134","130.77467","92.8","10.19741513","0","0","0","0","57973.8"
"2244","460-044","472945","31.69748","129.74018","31.70517","129.73314","6","0.18204326","-1","3","0","46","53630.82"
"2245","460-048","473043","31.69987","130.39958","31.692083","130.407142","135","9.276821108","0","0","0","0","60352.36"
"2246","460-049","473044","31.73916","130.54485","31.74366","130.5195","61","7.97715887","0","0","0","0","59455.316"
"2247","460-050","473045","31.73462","130.74764","31.73939","130.74715","6.7","2.098576407","0","0","0","0","58383.39"
"2248","460-052","473047","31.72017","130.93051","31.73161","130.90613","288.3","12.00789034","1","0","1","46","57404.758"
"2249","460-057","473034","31.60582","130.56951","31.6156","130.56813","26.2","0.2452522037","0","0","0","0","58140.97"
"2250","460-058","473035","31.60242","130.71529","31.60348","130.68866","23.1","0.06291896413","0","0","0","0","57773.01"
"2251","460-064","473022","31.52213","130.33561","31.50792","130.32364","29.9","1.772341662","0","0","0","0","60300.78"
"2252","460-065","473023","31.53216","130.44483","31.54812","130.43365","269.3","7.620871834","1","0","2","46","60279.676"
"2253","460-068","473026","31.52203","130.77321","31.5302","130.78293","538.5","4.549927309","0","0","0","0","58381.426"
"2254","460-069","473027","31.52684","130.96614","31.51012","130.95515","102.8","12.72291365","0","0","0","0","57893.9"
"2255","460-070","473120","31.55262","131.10084","31.55473","131.09732","125","8.530746806","0","0","0","0","57914.906"
"2256","460-074","473012","31.45499","130.30707","31.44547","130.30168","6.7","1.7050888","0","0","0","0","59604.53"
"2257","460-075","473013","31.46699","130.45066","31.47253","130.45671","185","5.815060997","-1","4","0","46","60252.15"
"2258","460-077","473015","31.49546","130.72461","31.48263","130.73229","23.3","2.586626658","0","0","0","0","58549.164"
"2259","460-078a","473016","31.48289","130.761","31.48842","130.78409","113.7","4.693238283","0","0","0","0","58695.613"
"2260","460-078b","473016","31.47326","130.81123","31.49241","130.81743","868.8","7.574233271","1","0","1","46","58762.01"
"2261","460-080","473110","31.4509","131.06014","31.43691","131.04855","2.7","0.6403259178","0","0","0","0","57894.117"
"2262","460-083","473001","31.399","130.15994","31.38757","130.15558","339","1.449081144","0","0","0","0","58827.543"
"2263","460-086","473004","31.36286","130.54089","31.34997","130.52224","5","1.575349704","0","0","0","0","59674.758"
"2264","460-088","473007","31.35338","130.9585","31.35837","130.9688","7.7","5.376418145","0","0","0","0","58880.39"
"2265","460-090","463071","31.32697","130.21398","31.32883","130.19752","96.9","0.7506195683","0","0","0","0","58500.918"
"2266","460-093","463074","31.31434","130.5278","31.31592","130.51274","549","3.606673512","0","0","0","0","59665.11"
"2267","460-096","463077","31.25662","130.94747","31.27988","130.9492","185.5","7.194720704","0","0","0","0","60084.336"
"2268","460-097","463170","31.28113","131.05221","31.28966","131.02564","12.4","2.161437072","0","0","0","0","58983.742"
"2269","460-100","463072","31.25041","130.2762","31.2586","130.25608","12.3","0.4277652101","0","0","0","0","59402.918"
"2270","460-101","463063","31.23076","130.49764","31.2432","130.48015","27.1","0.5485099678","0","0","0","0","60417.508"
"2271","460-102","463064","31.2402","130.59446","31.22712","130.61586","254.5","4.655995829","0","0","0","0","60783.617"
"2272","460-104","463066","31.18283","130.84717","31.17834","130.84498","225.5","7.792998659","0","0","0","0","61677.137"
"2273","460-105","463067","31.2525","130.9481","31.24328","130.96481","287.8","6.86902129","1","0","5","46","60130.125"
"2274","460-108","463055","31.08875","130.74076","31.08604","130.71994","219.5","3.180962994","0","0","0","0","62606.957"
"2275","460-109","463056","31.14316","130.84386","31.13978","130.82805","422.8","5.679129223","0","0","0","0","62164.312"
"2276","460-110","463057","31.10241","130.87471","31.12344","130.88533","231","0.88826352","0","0","0","0","62494.605"
"2277","460-111","463045","31.02244","130.68233","31.00725","130.66699","7.9","0.1457007135","0","0","0","0","60885.062"
"2278","460-127","463110","30.75994","131.02086","30.76052","131.03671","151.3","1.415515748","-1","6","0","47","59282.758"
"2279","460-128","463006","30.7357","130.86294","30.72803","130.83702","21.3","0.1774049201","0","0","0","0","59065.37"
"2280","460-132","453170","30.65936","131.0058","30.64751","131.02489","105.8","4.357427443","0","0","0","0","59408.47"
"2281","460-140","453057","30.44667","130.9704","30.45137","130.94772","3.9","0.1067500688","0","0","0","0","59674.977"
"2282","460-142","453044","30.41194","130.56754","30.41271","130.54327","25.6","1.474063789","0","0","0","0","63135.074"
"2283","460-145","453047","30.38217","130.93361","30.38293","130.9573","13.2","0.8691290024","-1","1","0","47","60843.793"
"2284","460-146a","453033","30.31687","130.43211","30.32398","130.45597","631","2.854710051","0","0","0","0","62815.77"
"2285","460-146b","453033","30.273217","130.420617","30.28463","130.44186","5.1","0.6703368981","0","0","0","0","62871.043"
"2286","460-147","453034","30.31239","130.51041","30.33356","130.50706","1638","8.929093853","0","0","0","0","63426.316"
"2287","460-148","453035","30.33257","130.66311","30.31716","130.6514","1.9","0.1177020815","0","0","0","0","63638.105"
"2288","460-161","442935","29.61004","129.7107","29.62651","129.70701","8.8","0.2549927417","0","0","0","0","64017.312"
"2289","460-170","422955","28.42884","129.67654","28.44849","129.66941","55","1.445772984","0","0","0","0","52227.945"
"2290","460-172","422943","28.33777","129.49672","28.34698","129.47574","54.9","3.754428111","0","0","0","0","53007.75"
"2291","460-173","422944","28.38242","129.55214","28.40396","129.55801","268.6","3.507809884","0","0","0","0","52948.652"
"2292","460-176","422932","28.29348","129.33084","28.28855","129.3147","488","3.916444845","0","0","0","0","53006.99"
"2293","460-177","422933","28.25442","129.40397","28.27704","129.40854","8","0.6286951916","0","0","0","0","53158.79"
"2294","460-179","422921","28.17395","129.21125","28.17939","129.18928","3","0.115638125","0","0","0","0","53702.637"
"2295","460-183","422912","28.1299","129.36845","28.14125","129.35148","8","0.2310321075","0","0","0","0","53567.156"
"2296","460-190","422937","28.31991","129.99706","28.33968","129.99268","6","0.3750362213","0","0","0","0","50839.15"
"2297","460-194","412867","27.8806","128.89574","27.88057","128.91928","46","0.5437865557","0","0","0","0","56623.473"
"2298","460-195","412857","27.77785","128.92421","27.76477","128.94646","132","2.407858295","0","0","0","0","56843.188"
"2299","460-196","412950","27.758678","129.005883","27.77669","129.02054","112","2.372922423","0","0","0","0","56716.305"
"2300","460-198","412940","27.73029","129.01795","27.74557","129.02723","5","0.5749624582","0","0","0","0","56697.73"
"2301","460-201","412804","27.38043","128.59307","27.39305","128.60167","99","1.786097904","0","0","0","0","57427.03"
"2302","460-202","412815","27.41377","128.6444","27.42627","128.68246","9","0.278320217","0","0","0","0","57323.41"
"2303","460-204","402843","27.04453","128.42576","27.02661","128.42157","63","1.395139159","0","0","0","0","58606.832"
"2304","470-002","402822","26.84155","128.26398","26.8593","128.25905","204","1.397953548","0","0","0","0","59051.992"
"2305","470-003a","402811","26.81653","128.24616","26.80808","128.2358","193","0.7723901696","0","0","0","0","59160.363"
"2306","470-003b","402811","26.75826","128.22351","26.76564","128.20609","167","2.269350659","0","0","0","0","59388.723"
"2307","470-004","402812","26.77728","128.30476","26.78014","128.27873","157","1.759690604","0","0","0","0","59218.703"
"2308","470-006a","402707","26.6812","127.90243","26.68286","127.92882","64","1.868440376","0","0","0","0","59496.445"
"2309","470-006b","402707","26.68542","127.97547","26.68032","127.95571","9","0.9099145158","0","0","0","0","59573.676"
"2310","470-007a","402800","26.69867","128.02302","26.70974","128.01351","33","0.2248912147","0","0","0","0","59689.227"
"2311","470-007b","402800","26.6977","128.11457","26.67959","128.1163","2","0.5676731912","0","0","0","0","59952.95"
"2312","470-008","402801","26.70933","128.15536","26.69662","128.1507","15","0.8289074579","0","0","0","0","59772.45"
"2313","470-009","402802","26.71551","128.28771","26.72895","128.28887","14","0.542717833","0","0","0","0","59451.785"
"2314","470-010","392776","26.64241","127.87096","26.64396","127.86285","14","0.08429545632","0","0","0","0","59539.023"
"2315","470-011a","392777","26.65764","127.90497","26.64209","127.92192","6","1.195674212","0","0","0","0","59505.145"
"2316","470-011b","392777","26.62262","127.95619","26.60593","127.94799","56","2.612773906","0","0","0","0","59819.78"
"2317","470-012a","392870","26.62772","128.03902","26.61234","128.05458","40","0.8641050796","0","0","0","0","60113.02"
"2318","470-012b","392870","26.66175","128.10215","26.64118","128.11661","4","0.1330346252","0","0","0","0","60173.215"
"2319","470-013a","392871","26.65615","128.12845","26.64099","128.14442","1.8","0.29278509","0","0","0","0","60123.62"
"2320","470-013b","392871","26.61299","128.14985","26.6029","128.15141","4","0.05623553479","0","0","0","0","60280.074"
"2321","470-017a","392860","26.57411","128.04088","26.55693","128.04367","10","1.697824985","0","0","0","0","60123.137"
"2322","470-017b","392860","26.55753","128.07654","26.55449","128.10072","9","1.26092258","0","0","0","0","60065.434"
"2323","470-020","392756","26.42739","127.8187","26.44858","127.82664","4","0.8188474272","0","0","0","0","57473.637"
"2324","470-021","392757","26.46906711","127.9225784","26.48945","127.90621","29","2.353951399","0","0","0","0","58374.867"
"2325","470-023","392745","26.39311","127.72327","26.41522","127.71731","17","0.6263606716","0","0","0","0","57002"
"2326","470-025","392747","26.37449","127.98938","26.36081","127.98676","2","0.03293412724","0","0","0","0","57487.473"
"2327","470-031","392737","26.31216","127.95951","26.32482","127.95318","7","0.09340118313","0","0","0","0","56685.867"
"2328","470-036a","392725","26.178811","127.650403","26.18014","127.66793","1.8","0.4513602857","0","0","0","0","54868.332"
"2329","470-036b","392725","26.19391","127.69576","26.17992","127.71361","4.8","2.711477736","0","0","0","0","55107.81"
"2330","470-037a","392726","26.22713","127.76182","26.24759","127.7708","8.6","1.607037238","0","0","0","0","55474.164"
"2331","470-037b","392726","26.18724","127.80667","26.1724","127.79204","5.4","0.188910815","0","0","0","0","55185.54"
"2332","470-042a","392715","26.1194","127.68269","26.10602","127.66172","33.1","1.631965803","0","0","0","0","54377.68"
"2333","470-042b","392715","26.09883","127.72962","26.10568","127.70054","54.3","0.1635863175","0","0","0","0","54284.598"
"2334","470-043","392716","26.14619","127.79079","26.15204","127.76404","125.6","0.904679126","0","0","0","0","54862.273"
"2335","470-065a","372522","24.88902","125.28183","24.89827983","125.272084","9.2","0.4321182784","0","0","0","0","51318.098"
"2336","470-065b","372522","24.86204","125.30341","24.86751","125.30075","33.5","0.3521792445","0","0","0","0","51510.094"
"2337","470-067a","372512","24.81998","125.30274","24.82528","125.30244","17.6","1.95624234","0","0","0","0","51839.094"
"2338","470-067b","372512","24.8053","125.3139","24.80414","125.32036","21","1.639545663","0","0","0","0","52072.715"
"2339","470-068","372513","24.76476","125.39827","24.76792","125.39087","68.7","0.2387216895","0","0","0","0","53555.684"
"2340","470-070a","372502","24.73822","125.26254","24.73417","125.26793","3","0.468806337","0","0","0","0","52689.812"
"2341","470-070b","372502","24.72045","125.3339","24.72582396","125.3461408","12.5","0.5020033049","0","0","0","0","53227.383"
"2342","470-071a","372503","24.73341","125.38363","24.72758","125.38511","56.9","0.8439121845","0","0","0","0","53706.13"
"2343","470-071b","372503","24.73215","125.45189","24.72565","125.46006","27.9","0.2943625772","0","0","0","0","54860.28"
"2344","470-073","372405","24.67177","124.71588","24.66988","124.71983","5","0.3308541702","0","0","0","0","51505.883"
"2345","470-077","362462","24.51815","124.28901","24.52423","124.30186","48.2","0.5989874113","0","0","0","0","53040.31"
"2346","470-082","362345","24.36173","123.73058","24.35268","123.74277","4","0.1098065829","0","0","0","0","52209.555"
"2347","470-083","362346","24.36517","123.75474","24.35836","123.77339","59","0.9069998242","0","0","0","0","52256.062"
"2348","470-084","362347","24.343611","123.923092","24.345208","123.909917","20","0.2962720587","0","0","0","0","52560.547"
"2349","470-086a","362441","24.39305","124.142","24.38749","124.14637","2.7","0.51720303","0","0","0","0","52740.332"
"2350","470-086b","362451","24.41312","124.2021","24.4205","124.18332","56.3","4.41483712","0","0","0","0","52880.5"
"2351","470-088","362335","24.333511","123.728569","24.33315","123.71456","2","0.3517970127","0","0","0","0","52245.9"
